From Country,To Country,Year,Jury or Televoting,Points,Source
Austria,Czech Republic,2016,J,10,http://datagraver.com/
Belarus,Norway,2017,T,5,http://datagraver.com/
Spain,Spain,2014,J,0,http://datagraver.com/
Armenia,Ukraine,2014,J,12,http://datagraver.com/
F.Y.R. Macedonia,Serbia,2016,T,12,http://datagraver.com/
Austria,F.Y.R. Macedonia,2014,J,0,http://datagraver.com/
Belarus,Romania,2015,J,0,http://datagraver.com/
F.Y.R. Macedonia,The Netherlands,2016,J,2,http://datagraver.com/
Montenegro,Serbia,2007,J,12,http://datagraver.com/
Spain,Austria,2016,J,0,http://datagraver.com/
Finland,Armenia,2013,J,0,http://datagraver.com/
Switzerland,Australia,2016,T,1,http://datagraver.com/
Moldova,Armenia,2016,T,8,http://datagraver.com/
Azerbaijan,Malta,2016,T,8,http://datagraver.com/
Austria,Bulgaria,2016,T,5,http://datagraver.com/
Albania,Georgia,2015,J,4,http://datagraver.com/
Norway,Lithuania,2016,T,12,http://datagraver.com/
Spain,Switzerland,1991,J,0,http://datagraver.com/
Czech Republic,Israel,2015,J,2,http://datagraver.com/
Russia,Romania,2014,J,0,http://datagraver.com/
Belgium,Germany,2016,T,0,http://datagraver.com/
Austria,Croatia,2016,T,0,http://datagraver.com/
France,Bulgaria,2016,T,5,http://datagraver.com/
Greece,United Kingdom,2017,J,1,http://datagraver.com/
United Kingdom,Finland,2017,J,0,http://datagraver.com/
Poland,Belarus,2016,J,4,http://datagraver.com/
Denmark,Serbia,2016,T,0,http://datagraver.com/
Portugal,Romania,2014,J,1,http://datagraver.com/
United Kingdom,Italy,2017,T,2,http://datagraver.com/
Ukraine,Germany,2017,J,0,http://datagraver.com/
Estonia,Belgium,2017,T,12,http://datagraver.com/
Poland,Russia,2015,J,6,http://datagraver.com/
Lithuania,Belgium,2016,J,5,http://datagraver.com/
Spain,Romania,2011,J,8,http://datagraver.com/
Italy,Croatia,1993,J,0,http://datagraver.com/
Albania,Malta,2010,J,2,http://datagraver.com/
Serbia,Austria,2017,J,4,http://datagraver.com/
Lithuania,Russia,2019,T,10,http://datagraver.com/
Montenegro,Norway,2018,J,6,http://datagraver.com/
Georgia,Latvia,2016,J,5,http://datagraver.com/
Sweden,France,2016,T,3,http://datagraver.com/
Serbia,Australia,2016,T,7,http://datagraver.com/
F.Y.R. Macedonia,Australia,2016,T,4,http://datagraver.com/
Norway,Montenegro,2018,J,0,http://datagraver.com/
Lithuania,Belgium,2017,T,10,http://datagraver.com/
Bulgaria,Sweden,2013,J,4,http://datagraver.com/
United Kingdom,Hungary,2016,T,0,http://datagraver.com/
United Kingdom,France,2016,T,0,http://datagraver.com/
Ireland,Slovenia,2015,J,0,http://datagraver.com/
Denmark,Italy,2016,T,0,http://datagraver.com/
Armenia,Cyprus,2016,J,0,http://datagraver.com/
Denmark,Australia,2016,J,12,http://datagraver.com/
San Marino,Spain,2016,T,0,http://datagraver.com/
Cyprus,Latvia,2016,T,0,http://datagraver.com/
Azerbaijan,United Kingdom,2017,J,0,http://datagraver.com/
The Netherlands,Croatia,2016,J,12,http://datagraver.com/
Montenegro,Malta,2014,J,0,http://datagraver.com/
The Netherlands,Estonia,2016,T,0,http://datagraver.com/
Czech Republic,Bulgaria,2016,T,5,http://datagraver.com/
Finland,Malta,2016,J,5,http://datagraver.com/
United Kingdom,Azerbaijan,2016,J,0,http://datagraver.com/
Azerbaijan,Hungary,2012,J,2,http://datagraver.com/
Latvia,Latvia,2017,J,0,http://datagraver.com/
Israel,Lithuania,2015,J,0,http://datagraver.com/
Albania,Romania,2011,J,0,http://datagraver.com/
Albania,Germany,2011,J,0,http://datagraver.com/
Denmark,Armenia,2017,J,1,http://datagraver.com/
Georgia,Austria,2016,T,0,http://datagraver.com/
Italy,Romania,2017,T,10,http://datagraver.com/
Croatia,Montenegro,2016,T,6,http://datagraver.com/
Lithuania,Azerbaijan,2010,J,2,http://datagraver.com/
Georgia,Russia,2016,J,0,http://datagraver.com/
Croatia,Moldova,2017,J,0,http://datagraver.com/
Australia,Spain,2017,J,0,http://datagraver.com/
Serbia,Portugal,2009,J,0,http://datagraver.com/
Hungary,Georgia,2015,J,6,http://datagraver.com/
United Kingdom,Greece,2018,J,0,http://datagraver.com/
Ireland,Spain,2018,J,1,http://datagraver.com/
Armenia,Latvia,2013,J,0,http://datagraver.com/
San Marino,The Netherlands,2014,J,2,http://datagraver.com/
Germany,Croatia,2017,J,3,http://datagraver.com/
Switzerland,Iceland,2015,J,0,http://datagraver.com/
Bulgaria,Cyprus,2016,T,7,http://datagraver.com/
Cyprus,Poland,2017,J,0,http://datagraver.com/
Malta,Hungary,2016,J,0,http://datagraver.com/
Armenia,Russia,2016,T,12,http://datagraver.com/
Albania,Italy,2014,J,10,http://datagraver.com/
Poland,Denmark,2014,J,6,http://datagraver.com/
Germany,Sweden,2017,J,4,http://datagraver.com/
Greece,Belgium,2015,J,6,http://datagraver.com/
Iceland,Germany,2017,J,0,http://datagraver.com/
F.Y.R. Macedonia,Latvia,2016,J,3,http://datagraver.com/
Greece,Armenia,2016,T,8,http://datagraver.com/
Albania,The Netherlands,2017,J,0,http://datagraver.com/
Hungary,Croatia,2017,J,0,http://datagraver.com/
Switzerland,Bulgaria,2016,J,1,http://datagraver.com/
Malta,Moldova,2016,T,0,http://datagraver.com/
Albania,Austria,2017,J,0,http://datagraver.com/
Russia,Macedonia,2015,J,0,http://datagraver.com/
Georgia,The Netherlands,2010,J,1,http://datagraver.com/
Croatia,United Kingdom,2016,J,0,http://datagraver.com/
Albania,Hungary,2017,J,0,http://datagraver.com/
Belarus,Hungary,2017,J,0,http://datagraver.com/
Estonia,Ukraine,2017,J,0,http://datagraver.com/
San Marino,Ukraine,2017,J,0,http://datagraver.com/
Czech Republic,United Kingdom,2016,J,4,http://datagraver.com/
Estonia,Czech Republic,2016,T,0,http://datagraver.com/
Georgia,Israel,2014,J,0,http://datagraver.com/
Spain,Russia,2013,J,6,http://datagraver.com/
Spain,The Netherlands,2016,J,3,http://datagraver.com/
Bulgaria,Armenia,2016,T,8,http://datagraver.com/
Greece,Slovenia,2014,J,0,http://datagraver.com/
F.Y.R. Macedonia,Cyprus,2017,T,0,http://datagraver.com/
Lithuania,Greece,2015,J,0,http://datagraver.com/
United Kingdom,The Netherlands,2014,J,8,http://datagraver.com/
The Netherlands,Montenegro,2013,J,0,http://datagraver.com/
Italy,Slovenia,2013,J,0,http://datagraver.com/
Estonia,Armenia,2016,J,2,http://datagraver.com/
Sweden,France,2016,J,8,http://datagraver.com/
Belarus,Ukraine,2012,J,12,http://datagraver.com/
Montenegro,Croatia,2013,J,5,http://datagraver.com/
Malta,Georgia,2016,T,0,http://datagraver.com/
Spain,Bosnia & Herzegovina,2016,J,0,http://datagraver.com/
Austria,Russia,2016,T,8,http://datagraver.com/
Czech Republic,Poland,2016,T,7,http://datagraver.com/
Italy,France,2016,T,5,http://datagraver.com/
Azerbaijan,Lithuania,2013,J,3,http://datagraver.com/
Serbia,Denmark,2016,T,0,http://datagraver.com/
The Netherlands,Armenia,2016,J,2,http://datagraver.com/
Armenia,Australia,2016,T,0,http://datagraver.com/
Belgium,The Netherlands,2014,J,10,http://datagraver.com/
Moldova,Azerbaijan,2016,T,8,http://datagraver.com/
Hungary,Hungary,2014,J,0,http://datagraver.com/
Serbia,Russia,2015,J,10,http://datagraver.com/
Finland,The Netherlands,2016,J,10,http://datagraver.com/
Sweden,Latvia,2015,J,8,http://datagraver.com/
Georgia,Hungary,2016,J,0,http://datagraver.com/
Austria,Belgium,2017,J,2,http://datagraver.com/
The Netherlands,Spain,2016,J,0,http://datagraver.com/
Norway,Czech Republic,2016,T,0,http://datagraver.com/
Slovenia,Iceland,2015,J,0,http://datagraver.com/
Israel,Ireland,2015,J,0,http://datagraver.com/
Croatia,Czech Republic,2018,T,10,http://datagraver.com/
Austria,Georgia,2016,T,0,http://datagraver.com/
Ukraine,Azerbaijan,2016,T,10,http://datagraver.com/
Sweden,Austria,2015,J,0,http://datagraver.com/
Moldova,Cyprus,2017,J,0,http://datagraver.com/
Moldova,Israel,2017,T,0,http://datagraver.com/
Armenia,Croatia,2016,J,0,http://datagraver.com/
Spain,Moldova,2017,T,10,http://datagraver.com/
Austria,Montenegro,2016,J,0,http://datagraver.com/
Azerbaijan,Israel,2016,T,6,http://datagraver.com/
France,Malta,2016,T,0,http://datagraver.com/
Spain,Finland,2016,T,0,http://datagraver.com/
Serbia,The Netherlands,2016,T,0,http://datagraver.com/
Austria,Finland,2016,J,2,http://datagraver.com/
Montenegro,Azerbaijan,2016,T,7,http://datagraver.com/
Bosnia & Herzegovina,United Kingdom,2016,J,0,http://datagraver.com/
Greece,Russia,2015,J,12,http://datagraver.com/
Bosnia & Herzegovina,Lithuania,2016,J,0,http://datagraver.com/
Sweden,Israel,2015,J,10,http://datagraver.com/
Romania,Belgium,2015,J,7,http://datagraver.com/
Russia,Croatia,2019,T,3,http://datagraver.com/
Poland,Czech Republic,2016,J,4,http://datagraver.com/
Azerbaijan,Finland,2013,J,3,http://datagraver.com/
Macedonia,Belgium,2015,J,6,http://datagraver.com/
Romania,Germany,2015,J,0,http://datagraver.com/
Denmark,The Netherlands,2015,J,7,http://datagraver.com/
Sweden,Italy,2016,T,0,http://datagraver.com/
Belarus,Croatia,2013,J,0,http://datagraver.com/
Malta,Albania,2018,J,0,http://datagraver.com/
Belgium,Germany,2016,J,0,http://datagraver.com/
Belarus,Belarus,2017,T,0,http://datagraver.com/
Bulgaria,Hungary,2016,T,0,http://datagraver.com/
Belgium,Poland,2016,T,12,http://datagraver.com/
Cyprus,Finland,2016,T,0,http://datagraver.com/
Georgia,Czech Republic,2016,T,0,http://datagraver.com/
Poland,Lithuania,2015,J,0,http://datagraver.com/
Croatia,Czech Republic,2018,T,5,http://datagraver.com/
Czech Republic,Sweden,2016,T,2,http://datagraver.com/
France,San Marino,2018,T,0,http://datagraver.com/
Ireland,Azerbaijan,2015,J,0,http://datagraver.com/
Montenegro,United Kingdom,2015,J,0,http://datagraver.com/
Iceland,Israel,2018,J,8,http://datagraver.com/
Slovenia,Moldova,2012,J,1,http://datagraver.com/
Slovenia,The Netherlands,2016,J,1,http://datagraver.com/
Belgium,Portugal,1992,J,0,http://datagraver.com/
Azerbaijan,Poland,2016,T,3,http://datagraver.com/
Bosnia & Herzegovina,Austria,2016,J,0,http://datagraver.com/
Bulgaria,Italy,2016,T,0,http://datagraver.com/
Belarus,Cyprus,2016,J,0,http://datagraver.com/
Bosnia & Herzegovina,Georgia,2016,T,0,http://datagraver.com/
Belgium,Ireland,2016,J,0,http://datagraver.com/
Serbia,Lithuania,2016,T,0,http://datagraver.com/
Estonia,Ukraine,2013,J,6,http://datagraver.com/
Poland,Estonia,2015,J,2,http://datagraver.com/
Germany,Moldova,2017,T,7,http://datagraver.com/
Belgium,Montenegro,2015,J,0,http://datagraver.com/
Australia,Poland,2016,J,0,http://datagraver.com/
Belgium,Georgia,2016,T,0,http://datagraver.com/
Armenia,Bosnia & Herzegovina,2016,J,1,http://datagraver.com/
Cyprus,Austria,2016,J,0,http://datagraver.com/
Malta,Germany,2017,T,0,http://datagraver.com/
Russia,Sweden,2016,J,0,http://datagraver.com/
Estonia,Spain,2016,J,0,http://datagraver.com/
Iceland,Australia,2017,J,10,http://datagraver.com/
Estonia,Portugal,2014,J,0,http://datagraver.com/
United Kingdom,Georgia,2008,J,0,http://datagraver.com/
Germany,Ukraine,2017,J,0,http://datagraver.com/
The Netherlands,Croatia,2016,J,0,http://datagraver.com/
Belgium,Serbia,2016,T,0,http://datagraver.com/
Slovenia,Denmark,2017,J,0,http://datagraver.com/
Belgium,Poland,2016,J,0,http://datagraver.com/
Czech Republic,Ukraine,2016,T,12,http://datagraver.com/
Croatia,Montenegro,2013,J,6,http://datagraver.com/
Serbia,Belgium,2016,J,0,http://datagraver.com/
Finland,Italy,2016,J,2,http://datagraver.com/
Armenia,Germany,2016,T,0,http://datagraver.com/
Belgium,Russia,2016,T,6,http://datagraver.com/
Georgia,Denmark,2015,J,0,http://datagraver.com/
Montenegro,Sweden,2016,T,0,http://datagraver.com/
Hungary,Austria,2015,J,0,http://datagraver.com/
Ireland,Spain,2016,T,0,http://datagraver.com/
Belgium,Hungary,2016,T,0,http://datagraver.com/
Denmark,Hungary,2016,T,0,http://datagraver.com/
Estonia,Azerbaijan,2016,J,0,http://datagraver.com/
Iceland,Armenia,2016,J,0,http://datagraver.com/
Belarus,Denmark,2017,J,2,http://datagraver.com/
Croatia,North Macedonia,2019,T,7,http://datagraver.com/
Belgium,Estonia,2019,J,7,http://datagraver.com/
Montenegro,The Netherlands,2014,J,0,http://datagraver.com/
Lithuania,Estonia,2015,J,8,http://datagraver.com/
Iceland,Azerbaijan,2016,J,0,http://datagraver.com/
Germany,Israel,2015,J,5,http://datagraver.com/
Portugal,Lithuania,2012,J,7,http://datagraver.com/
Malta,Australia,2016,T,12,http://datagraver.com/
F.Y.R. Macedonia,Georgia,2016,J,1,http://datagraver.com/
Belarus,Germany,2016,J,0,http://datagraver.com/
Israel,Armenia,2016,J,2,http://datagraver.com/
Estonia,Bulgaria,2016,T,0,http://datagraver.com/
Norway,Malta,2015,J,0,http://datagraver.com/
Montenegro,France,2017,J,3,http://datagraver.com/
Iceland,Sweden,2016,T,12,http://datagraver.com/
Belarus,Ukraine,2017,J,0,http://datagraver.com/
F.Y.R. Macedonia,France,2018,T,0,http://datagraver.com/
Cyprus,Azerbaijan,2015,J,0,http://datagraver.com/
Cyprus,Israel,2015,J,6,http://datagraver.com/
Belgium,Russia,2014,J,1,http://datagraver.com/
Georgia,Israel,2016,T,0,http://datagraver.com/
Belarus,Romania,2017,T,5,http://datagraver.com/
Azerbaijan,Bulgaria,2016,T,8,http://datagraver.com/
Cyprus,Hungary,2016,T,4,http://datagraver.com/
Lithuania,Australia,2016,J,12,http://datagraver.com/
Sweden,Israel,2016,J,0,http://datagraver.com/
Spain,Montenegro,2017,J,0,http://datagraver.com/
Montenegro,Latvia,2007,J,0,http://datagraver.com/
Switzerland,Serbia,2011,J,12,http://datagraver.com/
Australia,Germany,2016,J,0,http://datagraver.com/
Malta,Austria,2016,J,0,http://datagraver.com/
San Marino,Georgia,2016,J,6,http://datagraver.com/
Austria,Spain,2016,T,0,http://datagraver.com/
Romania,Ukraine,2017,T,0,http://datagraver.com/
Israel,France,2017,J,6,http://datagraver.com/
Bulgaria,Finland,2018,J,0,http://datagraver.com/
Latvia,Norway,2017,T,1,http://datagraver.com/
Ireland,Serbia,2013,J,0,http://datagraver.com/
Germany,Lithuania,2016,J,1,http://datagraver.com/
Cyprus,France,2016,T,6,http://datagraver.com/
Hungary,Israel,2013,J,0,http://datagraver.com/
San Marino,Germany,2015,J,0,http://datagraver.com/
Georgia,Azerbaijan,2016,T,7,http://datagraver.com/
Bulgaria,Ukraine,2016,T,10,http://datagraver.com/
Norway,Germany,2016,T,0,http://datagraver.com/
Azerbaijan,Spain,2019,T,2,http://datagraver.com/
Cyprus,Italy,2016,T,0,http://datagraver.com/
Moldova,Cyprus,2016,T,0,http://datagraver.com/
Ukraine,Poland,2016,J,1,http://datagraver.com/
Iceland,Portugal,2018,J,0,http://datagraver.com/
Georgia,Bulgaria,2016,J,0,http://datagraver.com/
Belarus,Russia,2012,J,12,http://datagraver.com/
Russia,Iceland,2012,J,0,http://datagraver.com/
Italy,Serbia,2016,J,5,http://datagraver.com/
Austria,Poland,2016,T,12,http://datagraver.com/
Greece,Georgia,2016,T,0,http://datagraver.com/
Bulgaria,Iceland,2013,J,0,http://datagraver.com/
Germany,Spain,2016,J,0,http://datagraver.com/
Bulgaria,Spain,2016,J,4,http://datagraver.com/
Malta,Azerbaijan,2016,J,0,http://datagraver.com/
Azerbaijan,Russia,2014,J,10,http://datagraver.com/
Bosnia & Herzegovina,Moldova,2016,J,0,http://datagraver.com/
Iceland,Estonia,2018,J,7,http://datagraver.com/
Australia,Bulgaria,2016,T,10,http://datagraver.com/
Armenia,Azerbaijan,2014,J,0,http://datagraver.com/
Spain,Azerbaijan,2014,J,0,http://datagraver.com/
Montenegro,Georgia,2016,J,0,http://datagraver.com/
Finland,Cyprus,2016,T,1,http://datagraver.com/
Spain,Ukraine,2016,J,0,http://datagraver.com/
Belarus,Ukraine,2016,T,12,http://datagraver.com/
Belarus,Georgia,2016,J,2,http://datagraver.com/
San Marino,Malta,2015,J,7,http://datagraver.com/
The Netherlands,Russia,2014,J,0,http://datagraver.com/
Cyprus,Bulgaria,2016,T,12,http://datagraver.com/
Ireland,Georgia,2011,J,0,http://datagraver.com/
Ireland,France,2017,T,0,http://datagraver.com/
F.Y.R. Macedonia,Australia,2016,J,4,http://datagraver.com/
Latvia,Switzerland,2015,J,0,http://datagraver.com/
Moldova,Greece,2017,T,0,http://datagraver.com/
Serbia,Slovenia,2013,J,0,http://datagraver.com/
Norway,Austria,2016,T,0,http://datagraver.com/
Iceland,Latvia,2017,T,1,http://datagraver.com/
Denmark,Denmark,2017,J,0,http://datagraver.com/
Iceland,Czech Republic,2017,T,0,http://datagraver.com/
Belarus,Latvia,2008,J,6,http://datagraver.com/
Estonia,United Kingdom,2017,T,0,http://datagraver.com/
Denmark,Malta,2016,T,0,http://datagraver.com/
Greece,The Netherlands,2016,J,0,http://datagraver.com/
Czech Republic,Italy,2016,T,0,http://datagraver.com/
Denmark,Israel,2016,J,2,http://datagraver.com/
Bulgaria,Malta,2016,T,0,http://datagraver.com/
Estonia,Israel,2016,T,0,http://datagraver.com/
Bulgaria,Azerbaijan,2013,J,12,http://datagraver.com/
Belgium,Armenia,2015,J,3,http://datagraver.com/
Finland,Israel,2017,J,0,http://datagraver.com/
Moldova,Georgia,2016,T,0,http://datagraver.com/
Albania,Lithuania,2018,T,0,http://datagraver.com/
The Netherlands,Cyprus,2016,J,0,http://datagraver.com/
Moldova,Montenegro,2016,J,0,http://datagraver.com/
France,Romania,2017,J,0,http://datagraver.com/
France,Cyprus,2016,J,4,http://datagraver.com/
Bosnia & Herzegovina,Serbia,2016,J,8,http://datagraver.com/
Azerbaijan,Estonia,2016,T,2,http://datagraver.com/
Denmark,Azerbaijan,2016,T,0,http://datagraver.com/
Israel,Czech Republic,2016,J,0,http://datagraver.com/
Finland,Sweden,1991,J,8,http://datagraver.com/
Switzerland,Australia,2016,J,12,http://datagraver.com/
Czech Republic,Latvia,2007,J,3,http://datagraver.com/
The Netherlands,Armenia,2015,J,5,http://datagraver.com/
Austria,Cyprus,2016,J,0,http://datagraver.com/
Moldova,Croatia,2016,T,0,http://datagraver.com/
Cyprus,The Netherlands,2016,J,0,http://datagraver.com/
Germany,Hungary,2018,J,0,http://datagraver.com/
Azerbaijan,Albania,2009,J,0,http://datagraver.com/
F.Y.R. Macedonia,Lithuania,2016,T,0,http://datagraver.com/
Russia,Hungary,2016,J,4,http://datagraver.com/
Cyprus,Armenia,2016,T,7,http://datagraver.com/
Lithuania,Azerbaijan,2016,T,0,http://datagraver.com/
San Marino,Poland,2014,J,0,http://datagraver.com/
Georgia,Sweden,2016,J,6,http://datagraver.com/
Cyprus,Czech Republic,2016,J,5,http://datagraver.com/
Iceland,Croatia,2018,J,0,http://datagraver.com/
Israel,Latvia,2016,J,7,http://datagraver.com/
France,Malta,2016,T,0,http://datagraver.com/
Estonia,Belgium,2016,J,0,http://datagraver.com/
Croatia,The Netherlands,2016,T,5,http://datagraver.com/
Estonia,France,2017,J,0,http://datagraver.com/
Cyprus,Germany,2017,J,0,http://datagraver.com/
Russia,Armenia,2015,J,12,http://datagraver.com/
Spain,Belarus,2015,J,0,http://datagraver.com/
F.Y.R. Macedonia,Ukraine,2016,T,6,http://datagraver.com/
Albania,Spain,2017,T,0,http://datagraver.com/
Sweden,Spain,2016,J,1,http://datagraver.com/
Lithuania,Spain,2017,J,0,http://datagraver.com/
Russia,Estonia,2013,J,5,http://datagraver.com/
Azerbaijan,Lithuania,2018,T,1,http://datagraver.com/
Germany,Denmark,1984,J,5,http://datagraver.com/
Croatia,Serbia,2013,J,10,http://datagraver.com/
Lithuania,Bulgaria,2016,T,0,http://datagraver.com/
Malta,Romania,2018,T,0,http://datagraver.com/
Hungary,Armenia,2016,T,2,http://datagraver.com/
Australia,Hungary,2016,T,0,http://datagraver.com/
Malta,Israel,2016,T,0,http://datagraver.com/
San Marino,Estonia,2016,J,0,http://datagraver.com/
Sweden,United Kingdom,2016,J,0,http://datagraver.com/
Norway,Ireland,2015,J,0,http://datagraver.com/
Croatia,Malta,2011,J,4,http://datagraver.com/
Switzerland,Georgia,2016,J,0,http://datagraver.com/
Malta,Ukraine,2017,J,0,http://datagraver.com/
Georgia,Hungary,2016,T,2,http://datagraver.com/
Russia,Poland,2016,T,5,http://datagraver.com/
Hungary,Serbia,2016,J,0,http://datagraver.com/
Serbia,Albania,2018,J,1,http://datagraver.com/
Estonia,Poland,2016,T,1,http://datagraver.com/
Norway,Russia,2016,J,0,http://datagraver.com/
Malta,Armenia,2016,J,7,http://datagraver.com/
Greece,Ukraine,2017,T,0,http://datagraver.com/
San Marino,Sweden,2016,J,0,http://datagraver.com/
Croatia,Italy,1993,J,0,http://datagraver.com/
Russia,Albania,2014,J,0,http://datagraver.com/
Croatia,Ukraine,2016,J,0,http://datagraver.com/
Azerbaijan,Czech Republic,2016,T,0,http://datagraver.com/
Cyprus,Australia,2016,J,10,http://datagraver.com/
Cyprus,Moldova,2017,T,7,http://datagraver.com/
Sweden,Belgium,2015,J,10,http://datagraver.com/
Croatia,Portugal,2011,J,0,http://datagraver.com/
